,run,epoch,train loss,test loss,epoch duration,run duration,lr,loss
0,1,1,1.5343752697348594,1.796903981590271,3390.3466391563416,3390.3467252254486,cyclic,MSSSIM+L1
1,1,2,1.0894383575201034,1.7956758157730102,3378.3476626873016,6768.735501289368,cyclic,MSSSIM+L1
2,1,3,1.0887246636390686,1.7952503059387208,3384.6737990379333,10153.451826572418,cyclic,MSSSIM+L1
3,1,4,1.0883712378397583,1.7949445314407348,3392.900794029236,13546.393992900848,cyclic,MSSSIM+L1
